商品名称,评论内容,评论地点,评论用户名,评论用户ID,发表日期,点赞数
羽砂黑 12GB+512GB,东西很好，很好用，非常的不错,吉林,j***a,21596447724,2024-10-20 22:20:17,0
羽砂黑 16GB+512GB,京东不错，手机也超预期，用起来很好，屏幕大，治眼花！,吉林,j***g,21596189744,2024-10-20 21:29:50,0
羽砂白 12GB+512GB 官方标配,很好，外形大气，手感很好，流畅丝滑，质量可靠，经久耐用,江苏,晓***n,21596129245,2024-10-20 21:19:42,0
羽砂黑 16GB+512GB,物有所值，大屏幕手感确实不错,江苏,j***5,21596087641,2024-10-20 21:12:10,0
青山黛 12GB+512GB,用起来很舒服,浙江,j***3,21595814184,2024-10-20 20:25:51,0
羽砂白 12GB+256GB,做工精致，比水果好太多了，感觉是不是出差可以不带电脑了,江苏,总***夜,21595764341,2024-10-20 20:17:46,0
羽砂白 12GB+512GB 官方标配,到货很迅速，质量也不错，好店铺，推荐了~还在观望的朋友们可以毫不犹豫的下手啦!质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物包装很好，快递给力，卖家很有信誉，发货速度也很快。价格更是比别家的实惠多了,海外,j***8,21595354929,2024-10-20 19:12:06,0
幻影紫 16GB+512GB,不错不错不错不错，下次还买华为,贵州,是***真,21594230908,2024-10-20 15:50:48,0
羽砂白 12GB+512GB 官方标配,手机很漂亮，很喜欢,江苏,权***3,21594209707,2024-10-20 15:47:35,0
羽砂黑 12GB+256GB,非常好用的一款手机游戏末日机甲旋风少女心里面,新疆,****哥,21593876963,2024-10-20 14:48:11,0
羽砂黑 12GB+512GB,质量很好，收到货第一时间打开看了，很不错，很满意。,河南,曾***6,21593656124,2024-10-20 14:09:02,0
羽砂黑 12GB+512GB,发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！,河北,量***魂,21592883781,2024-10-20 11:57:32,0
羽砂黑 16GB+1TB 典藏版,华为的这款手机看了很久，终于下定决心下单，真是很惊艳，大屏高端大气，用着很舒服，各种性能都特别实用，个人特别的喜欢，华为首选,辽宁,蛋***-,21592695818,2024-10-20 11:26:24,0
羽砂黑 12GB+512GB,华为一贯的水平，手感一流，价格合适。,黑龙江,t***j,21592506333,2024-10-20 10:56:57,0
羽砂黑 16GB+512GB 典藏版,特地用了一阵才来评价的。真的是国货精品，长草了大半年，但是价格实在有些高，终于下定决心出手了，的确不会让你失望，随时能看大屏的感觉太美了。,北京,如***7,21592089227,2024-10-20 09:47:52,0
羽砂黑 12G+256G【12期|免息】,手机非常好 物流也很快 屏幕也没有划痕 非常喜欢 是我喜欢的手机 支持华为手机,河北,j***1,21591964872,2024-10-20 09:24:17,0
羽砂黑 12GB+512GB,收到x5很好！是我想要的那种！质量也很好！华为手机值得信赖,吉林,j***3,21591777897,2024-10-20 08:43:52,0
羽砂黑 16GB+512GB,好的娇滴滴家电家具记得记得就到家几点记得记得就多娜多娜,浙江,l***室,21591568268,2024-10-20 07:47:25,0
羽砂黑 16GB+512GB,支持国货之光，产品真的好,甘肃,u***e,21590382347,2024-10-20 00:23:33,0
青山黛 16GB+512GB 典藏版,好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞👍,安徽,加***宝,21590326632,2024-10-20 00:07:29,0
幻影紫 12G+512G,货物包装完好，质量也是正品，很喜欢，客服态度也很好。,内蒙古,j***r,21590262152,2024-10-19 23:50:30,0
羽砂白 16GB+512GB,收到惊喜，京东小哥非常热情的送上门。包装严实。,湖北,j***x,21590064600,2024-10-19 23:04:19,0
羽砂黑 12GB+512GB,支持华为，支持旗舰机，手机已经进入新的翻盖折叠时代了，直板机之后，体验一下华为高端折叠机。,广东,肥***员,21589756722,2024-10-19 22:04:04,0
羽砂黑 16GB+512GB【典藏版】,华为的折叠屏确实没的说，翻转流畅，体验不错,广西,梦***1,21589676619,2024-10-19 21:49:22,0
羽砂黑 16GB+512GB【典藏版】,华为手机到了，发货速度挺快的，质量杠杠的，点赞👍,广东,君***城,21589407382,2024-10-19 21:02:23,0
羽砂白 12GB+512GB 免息版本12期,此用户未填写评价内容,河北,长***1,21588717072,2024-10-19 19:05:51,0
羽砂黑 16GB+512GB 典藏版,非常好,湖北,j***z,21588662490,2024-10-19 18:57:00,0
羽砂黑 12GB+256GB,为华为骄傲 确实很棒 虽然也有不足 但是支持国货,安徽,咖***G,21588265808,2024-10-19 17:47:31,0
羽砂白12+256G 【12期|免息】,快递服务快，拍照效果不错，推荐购买，外观精致,山西,j***m,21588040660,2024-10-19 17:09:22,0
羽砂黑 12GB+512GB,华为手机我一直使用，这是第四部了。品质依然优秀，支持国货，性价比很高，强烈推荐购买。,重庆,j***t,21587924576,2024-10-19 16:50:14,0
羽砂黑 12GB+512GB,种草很久了，送给老公的礼物，非常漂亮，等降价了也准备给自己也来个折屏的,北京,o***f,21587451130,2024-10-19 15:29:35,0
羽砂黑 12GB+512GB,物流速度快，手机外观漂亮且尺寸适中，颜色非常出色。尚未使用，预计体验应该不错。,上海,j***b,21587058497,2024-10-19 14:21:06,0
羽砂黑 16GB+1TB 典藏版,刚开始用，感觉还不错，充电稍微有一点发热，后续体验感再来评价吧。,河北,j***g,21586933301,2024-10-19 13:58:40,0
羽砂黑 16GB+1TB 典藏版,此用户未填写评价内容,海南,j***4,21586789988,2024-10-19 13:33:38,0
羽砂黑 12GB+512GB,非常好，符合，非常好，非常好。,重庆,J***7,21586428131,2024-10-19 12:30:15,0
幻影紫 12GB+512GB,产品设计无可挑剔，每一处细节都彰显着精致与独特。商家服务态度热情周到，让人感觉格外贴心。还收到了店家贴心的小礼物，很满意,福建,3***s,21586292412,2024-10-19 12:06:44,0
羽砂白 12GB+512GB 官方标配,包装很严密 全新未激活的正品 使用感很好,吉林,j***x,21586228245,2024-10-19 11:56:17,0
羽砂黑 12GB+512GB,手机嘎嘎新，全新未拆封未激活的，推荐购买～,江西,J***9,21586115717,2024-10-19 11:38:17,0
羽砂白 16GB+512GB,手机很好用，充电很快,浙江,浅***_,21585373846,2024-10-19 09:33:49,0
羽砂黑 12GB+512GB,很不错，外观也很好，都来买,浙江,大***啊,21584987878,2024-10-19 07:57:13,0
羽砂黑 16GB+1TB 典藏版,此用户未填写评价内容,广东,秉***峰,21584170659,2024-10-19 00:50:14,0
羽砂黑 12GB+256GB,在京东上买电子产品是最让人放心的，首先是质量有保障，都买的是京东自营的产品，其次是配送环节特别快，头天下单第2天就到，最后华为这款手机太漂亮了,陕西,j***9,21583725779,2024-10-18 22:22:13,1
羽砂黑 12GB+512GB 免息版本12期,此用户未填写评价内容,黑龙江,j***n,21583185927,2024-10-18 20:40:48,0
羽砂金 12GB+512GB,物流超级超级快！质量也非常不错，的确物有所值价格很实惠，性价比很高，算是平价好物，会回购的,山东,小***怂,21582317252,2024-10-18 19:11:33,0
青山黛 12GB+256GB,速度快，服务好，确定真品,山东,j***e,21581812458,2024-10-18 18:16:56,0
羽砂金 16G+512G典藏版,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢!说实在，每一次在京东购物都让我非常满意。无论是客服的态度还是对物品，我都非常满意的。客服态度专业热情，有问必答，回复也很快，我问了不少问题，他们都不觉得烦，都会认真回答我。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好!不得不得竖起大拇指。下次需要的时候我还会再来的!哦，我的天，瞧瞧这个优秀答案，我亲爱的**，这是汤姆斯.犹独秀先生的奖杯，是谁把它拿到这儿来的。来，我亲爱的汤姆斯，这是你的，摸它之前记得用蒂花之秀洗手液，这会让您显得庄重一些，如果您觉得不够，还可以来个橘子！,湖北,馬***劉,21580160088,2024-10-18 13:30:39,0
羽砂黑 12GB+512GB,"以旧换新：强烈推荐这家的商品，物超所值，质量上乘。物流迅速，商家服务贴心，售后完善。
外形外观：商品的质量非常出色，价格实惠得让人惊喜。物流超快，商家服务一流，售后完美，爱了爱了！",北京,京***8,21580073798,2024-10-18 13:10:36,0
幻影紫 16GB+512GB,同花顺很卡，电不够用，有点坑,福建,壮***天,21579951533,2024-10-18 12:45:39,0
羽砂黑 12GB+512GB全网通,宁计算机三级姬松茸松拓OK哦了傩送,河北,s***g,21579658753,2024-10-18 11:51:44,0
羽砂黑 12GB+512GB 免息版本12期,"手机好大很好用，我好喜欢，发货速度超快
😁😁😁",江西,j***c,21579010727,2024-10-18 10:00:02,0
青山黛 12GB+512GB,"外形外观：漂亮，手感超级好，大气，拿在手里瞬秒其他手机

屏幕音效：效果挺好，看表格一目了然，合上使用也没有笨重感

拍照效果：拍照棒棒的，远近都很清晰

运行速度：超级快，几乎没有等待的时间，很满意
待机时间：电池容量很大，玩一天下来最多充一次电，而且充电速度也非常快",河北,奔***蟆,21578656030,2024-10-18 08:45:40,0
羽砂黑 16GB+512GB,很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心,黑龙江,V***V,21578343618,2024-10-18 06:00:41,0
羽砂黑 12GB+256GB,手机很薄，没有想象的那么重，使用感觉很好，开箱视频也录了，折叠屏看视频就是美👍,陕西,j***j,21577910398,2024-10-18 00:10:52,0
羽砂黑 16GB+512GB,超级好看超级好用，比以前买划算很多很多,北京,盐***z,21576794707,2024-10-17 20:32:51,0
羽砂黑 16GB+512GB 典藏版,好好好，除了好没毛病,四川,飘***2,21576417689,2024-10-17 19:28:31,0
羽砂黑 12GB+256GB,华为手机值得信懒，操作很流畅,湖北,y***9,21576223561,2024-10-17 18:55:35,0
羽砂黑 12GB+512GB,性价比很高，很实惠，使用起来感觉很好，非常完美.^◡^.,北京,l***v,21576112201,2024-10-17 18:36:22,0
羽砂黑 12GB+512GB,屏大！耗电稍快。使用大屏场景实际没相像中的多,江苏,阿***7,21576017945,2024-10-17 18:26:19,0
羽砂黑 12GB+256GB,物流很快 拿到手没有瑕疵。。。。。。。。,北京,j***3,21575674635,2024-10-17 17:24:17,0
羽砂黑 12GB+512GB,爱国吧，必须爱国。就用这个。别的不用。,山东,韩***磊,21575495177,2024-10-17 17:01:29,0
羽砂黑 12GB+512GB,续航太短俩屏幕也正常   发烫掉帧  用iOS的在用这个有点不习惯  慢慢适应就好了,北京,金***_,21575478801,2024-10-17 16:58:22,0
羽砂黑 16GB+512GB,物美价廉，外形美观，拍照效果很好,河南,j***k,21575444161,2024-10-17 16:54:22,0
羽砂白 12GB+512GB,一直用苹果手机，今年果断更换国产机，看了好多折叠品牌，还是喜欢华为，就是价格不太美丽，果断忽略了，用了一段时间，感觉挺好的，也很喜欢,天津,大***2,21575279107,2024-10-17 16:24:20,0
幻影紫 12GB+512GB 官方标配,发货速度快，是正品，以后还来买,吉林,j***l,21574846427,2024-10-17 15:16:13,0
羽砂白 16GB+512GB,好爱呀，就是棒极了,湖北,j***人,21574722677,2024-10-17 14:56:52,0
羽砂金 12G+512G【12期|免息】,遥遥领先，遥遥领先可以比破水果好多了,上海,j***7,21572541665,2024-10-17 08:39:11,0
羽砂黑 16GB+512GB,🌈质量很好，买的很合我心意💕，棒棒哒！✨需要的亲们可以放心购买,广东,d***3,21570701154,2024-10-16 21:57:07,0
幻影紫 16GB+512GB,国货之光，希望越来越好！！！！！,江苏,9***p,21569885798,2024-10-16 20:26:38,0
羽砂黑 12GB+512GB,挺好的,湖南,北***O,21570058932,2024-10-16 20:11:38,0
羽砂白 12GB+512GB,夸夸这家店的商家，服务出色！态度热情，介绍清晰，后续帮助及时，难得，会再来！,河南,j***3,21569325285,2024-10-16 18:11:46,0
青山黛 12GB+512GB,质量出色，价格美丽动人。物流很快，商家服务周到，售后完善！,河南,j***3,21569323539,2024-10-16 18:11:12,0
羽砂黑 12GB+512GB 官方标配,完美奥，合上也够小巧一个手用,山西,j***3,21569240472,2024-10-16 17:57:48,0
羽砂黑 12GB+512GB 官方标配,物流很快，商家态度非常好，nice，赞赞赞！！！,湖北,别***3,21568703632,2024-10-16 16:40:02,0
羽砂金 12G+512G,此用户未填写评价内容,海南,o***5,21568133287,2024-10-16 15:01:33,0
羽砂白12G+256G 官方标配,非常好用，值得购买，这个是赠送的，也很好,海外,8***c,21567450230,2024-10-16 13:09:56,0
羽砂白 12GB+512GB,颜值超高，现在这个价位比较划算了,河南,j***1,21566903894,2024-10-16 11:51:32,0
青山黛 16GB+512GB 典藏版,此用户未及时填写评价内容,河南,夜***寒,21566384116,2024-10-16 10:25:13,0
羽砂黑 16GB+512GB,从苹果换过来的，说实话，没更新纯血系统，操作性一般，而且待机时间很短，掉电量很快。。。。希望后续会改进吧,辽宁,夏***丶,21566256624,2024-10-16 09:59:21,0
青山黛 12GB+512GB,帮朋友买的，他很满意,湖北,隽***妈,21566127546,2024-10-16 09:34:18,0
羽砂黑 16GB+512GB,没得说，不管是外表还是运行都优秀得不得了,西藏,阿***豆,21565563180,2024-10-16 05:10:44,0
青山黛 12GB+512GB,时隔1年买了一台～体验确实不同以往了。xt现在太贵了牛赚太多了，以后再说吧！,广东,平***子,21564840170,2024-10-15 22:23:48,0
青山黛 12GB+256GB,非常喜欢,河北,j***x,21564563899,2024-10-15 21:31:27,0
幻影紫 16GB+1TB 典藏版,很好！！！！！！！！！！很完美！！！！！！！！！正品！！！！！！全新未拆封！！！！！！,湖北,悍***-,21564089664,2024-10-15 20:10:19,0
青山黛 12GB+512GB,价格实惠，质量杠杠的，非常好的一次购物，下次还来发货速度很快，东西包装的很好，价格优惠，我很满意👍，还会回购宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~🌸🌸🌸发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！,广东,小***爸,21563985651,2024-10-15 19:50:49,0
幻影紫 12GB+512GB,一般般吧，手机有瑕疵，开关键不好用，按进去弹催回来，也和售后协商过，和客服反馈过，但是给的结果并不满意真的是着急用，要不肯定退了，,黑龙江,沈***4,21563609139,2024-10-15 18:44:10,0
幻影紫 12GB+512GB,可以,福建,j***h,21563325104,2024-10-15 17:55:17,0
羽砂黑 16GB+512GB 典藏版,体验还是不错的哦,广西,a***4,21563049231,2024-10-15 17:05:18,0
青山黛 12GB+512GB,我是9月末买的手机，目前使用了半个月多，每次照相发现总是有紫色边缘，我跟客服反馈告诉我这是正常现象，我使用华为手机这么多年没出现过这情况，后期客服沟通多次都说马上解决，迟迟没有说法，大家千万别掉坑里！！,黑龙江,j***n,21562917262,2024-10-15 16:44:30,0
羽砂黑 12GB+512GB,到家不到一个月，没有碰撞，没有摔过，里屏不亮了，华为真让国人失望，和伤心,黑龙江,大***塞,21562496910,2024-10-15 15:24:44,5
羽砂黑 12G+256G【12期|免息】,"黑色真的超出了我的想象 质感太好了上手直接搞
有黑色和白色纠结得直接选黑色👍",山东,N***长,21561742098,2024-10-15 12:40:32,0
羽砂黑 12GB+512GB,超赞，比原来的薄很多,河南,M***t,21561212515,2024-10-15 11:06:01,0
青山黛 12GB+512GB,超级好 喜欢 值得推荐啊,辽宁,j***0,21560856573,2024-10-15 09:59:10,0
羽砂黑 12GB+256GB,很好用很方便很舒服很好,湖北,u***k,21560515031,2024-10-15 08:51:38,0
羽砂黑 12GB+512GB,挺不错的，就是没降价，,江苏,v***u,21560228412,2024-10-15 06:41:15,0
羽砂黑 12GB+256GB,好用，也不重,甘肃,j***0,21559720551,2024-10-14 23:19:02,1
幻影紫 16GB+1TB 典藏版,"外形外观：好的很 遥遥领先
屏幕音效：好得很遥遥领先
拍照效果：好得很遥遥领先",山东,青***o,21558532042,2024-10-14 19:48:33,0
羽砂黑 16GB+512GB 典藏版,"拍照效果很好，
屏幕音效：很好",广东,j***w,21558506010,2024-10-14 19:43:21,0
青山黛 12GB+512GB,非常满意，绝对正品，妥妥的棒棒,山东,王***8,21557240858,2024-10-14 14:58:44,0
羽砂黑 12GB+512GB,体验感很差，像素不好，音质不好，总之很差,陕西,j***o,21557175242,2024-10-14 14:43:15,1
幻影紫 16GB+512GB,好用。不错,重庆,开***g,21556458424,2024-10-14 12:01:51,0
羽砂黑 12GB+512GB 免息版本12期,挺好物流也快满意,上海,风***1,21555697687,2024-10-14 09:14:09,0
羽砂黑 12GB+256GB,遥遥领先，手感特别好，大屏幕真爽，超薄，手感很好，，👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,山西,圪***揪,21555566132,2024-10-14 08:33:05,0
幻影紫 12GB+512GB直播专享【无赠品】,"包装保护:包装很好，外面还有个大箱子，完好无损。
外形外观:外形很有质感，灰银很好看。
画面品质:打开看了部电影，画质很饱满、很清晰。
跑分评测:跑分测评没的说，看图。运行速度:超快的好吧。
游戏效果:游戏还没有找玩，但朋友说很nice.整体说来很好，很喜欢。就是用来办公、画图、追剧有点大材小用，但真的超值，因为各方面性能都很好，可以用很长时间!",广东,j***3,21554975661,2024-10-13 23:55:33,0
羽砂白 16GB+512GB,此用户未填写评价内容,广东,轻***语,21554419842,2024-10-13 21:20:36,0
幻影紫 16GB+1TB 典藏版,"其他特色：还在使用中
运行速度：还可以
待机时间：感觉没60持久",广东,小***森,21554083065,2024-10-13 20:01:43,0
羽砂黑 16GB+512GB 典藏版,发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！,湖北,H***丶,21553887265,2024-10-13 19:13:08,0
羽砂黑 16GB+1TB 典藏版,这个特别好，是朋友指定要的的，孩子很喜欢，这个真是送礼佳品，特别合适，价格也还行，带起来也方便极了，以后还会购买的，物流快。,上海,j***1,21553168827,2024-10-13 16:20:36,1
羽砂黑 12GB+512GB,这个手机美观，厚度也很称手，用起来大气，刷屏也好有感觉，很喜欢,湖北,人***啊,21552395315,2024-10-13 13:23:13,0
幻影紫 12G+512G【12期|免息】,老公提前准备的生日礼物，超喜欢，质感很好，像素也很好，反正就是超喜欢，也特有面,云南,j***m,21552275526,2024-10-13 13:00:22,0
羽砂黑 12GB+512GB,买来送家人的，还是挺好的，支持华为哦。,山东,j***w,21552071324,2024-10-13 12:19:35,0
羽砂黑 16GB+512GB【典藏版】,不错,江苏,爱***吉,21549697426,2024-10-12 23:07:17,0
羽砂金 12GB+512GB,给老婆买了个，就是不想让她继续用苹果了，双折屏看着也商务点&hellip;,江苏,J***1,21548897461,2024-10-12 19:53:36,0
幻影紫 12GB+512GB 官方标配,外形外观：商家服务态度极差，不给解决问题，敷衍了事,天津,u***d,21548373529,2024-10-12 17:47:34,0
羽砂白 12G+256G【12期|免息】,非常好,山东,j***e,21547568497,2024-10-12 14:47:23,0
羽砂白 12G+512G【24期|免息】,不错，很好,山西,j***r,21547469549,2024-10-12 14:29:45,0
羽砂黑 12GB+512GB,五星好评  相信京东自营,甘肃,j***干,21546896677,2024-10-12 12:32:26,0
羽砂黑 12G+256G【12期|免息】,"非常好，简约大方,很流畅，超级喜欢，赞",河南,j***a,21546659801,2024-10-12 11:45:49,0
羽砂金 12GB+512GB,宝贝收到了，太惊喜了，质量非常好，性价比很高，真是出乎我的意料！,江苏,u***z,21546162483,2024-10-12 10:15:52,0
羽砂黑 12G+256G,老公是做房产的经常需要登录系统抢~，加载出来房子被抢完的情况通过一些细节图找房子，这个手机完全满足了工作需要，像素超级棒，站在楼底，拍层高20的也特别清晰系统运行也很快，不会像以前的手机进去转圈儿，刚,甘肃,j***r,21545945766,2024-10-12 09:36:56,0
羽砂黑 12GB+256GB,宝贝收到，物流很快，描述相符，比较满意，好评，,安徽,o***6,21544134687,2024-10-11 22:10:30,0
羽砂白 12G+256G【24期|免息】,手机非常好用 很喜欢,吉林,a***p,21543943309,2024-10-11 21:41:33,0
青山黛 12GB+256GB,是正品，各方面都挺好的,云南,x***2,21541665334,2024-10-11 15:15:58,0
羽砂黑12G+256G 官方标配,还不错。,江苏,d***t,21540976459,2024-10-11 12:52:29,0
羽砂金 12G+512G,商品质量超棒，完全超出了我的预期！价格实惠，性价比超高。发货很快，下单没多久就收到了，不错不错！实物与描述的一样，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦,山东,魂***1,21540837670,2024-10-11 12:29:49,0
羽砂黑 16GB+512GB,"外形外观：高端大气上档次，，虽然不是三折叠，两折叠也不错的。
屏幕音效：效果还不错的呢，推荐
拍照效果：拍照效果杠杠的。
运行速度：速度快，网速快
待机时间：时间还行吧，带电正常。",陕西,瑞***举,21538010827,2024-10-10 20:24:28,1
羽砂黑 16GB+1TB【典藏版】,包装很好，提前发货了，非常非常喜欢朋友也特别喜欢,江苏,j***q,21537025209,2024-10-10 17:28:48,0
羽砂黑12+256G 【24期|免息】,挺好，送的礼品也是非常的多，很实用，下次还会再来。,北京,暧***丹,21536307110,2024-10-10 14:45:55,0
羽砂黑 16GB+512GB 典藏版,包装完整，手机质感很好。,辽宁,j***k,21535377668,2024-10-10 11:09:37,0
羽砂黑 12G+512G【12期|免息】,用起来特别丝滑，正品，客服特别热情。,河北,杨***淇,21534831755,2024-10-10 08:58:12,0
幻影紫 16GB+512GB,"华为手机X5以其出色的性能和创新的设计赢得了用户的青睐。在使用过程中,我发现它的处理器强大,运行流畅,无论是日常使用还是高强度的游戏体验都能轻松应对。同时,其摄像头功能也非常出色,拍摄出的照片清晰且色彩鲜艳。然而,其电池续航能力略显不足,需要频繁充电。总的来说,华为手机X5是一款性价比高且功能全面的手机,但电池续航是其需要改进的地方。对于追求高性能和摄影体验的用户来说,它是一个不错的选择。",山东,j***前,21534645599,2024-10-10 07:38:41,0
幻影紫 12GB+512GB,颜值高，用起来很方便，传统直板机曲面屏等用不回去了。,安徽,p***k,21533653615,2024-10-09 22:02:30,0
幻影紫 12G+512G,遥遥领先，商家也很给力,吉林,5***6,21532004112,2024-10-09 16:31:45,0
幻影紫12G+512G 官方标配,物流快，包装完好，手机正品全新,山东,j***g,21531712291,2024-10-09 15:55:25,0
青山黛 12GB+512GB,昨天到手的，手感还不错，是比不折叠的手机要重些，但质感很好，折叠起来的厚度和我这个70差不多，整机尺寸比70还要小，目前没有什么别的体验感，折叠也很好用，一直信赖华为手机，一直信赖京东,河北,艾***玛,21531172911,2024-10-09 13:57:11,0
羽砂黑 12GB+512GB,手机非常棒，包装很大气，送给老公的生日礼物，老公很喜欢，使用感也很好，国产手机不比进口的差！,江苏,f***n,21530331741,2024-10-09 10:56:30,0
羽砂黑 16G+1TB典藏版【12期|免息】,手感真的超级棒 外观也很美 拿出去很有面子 走到哪折到哪 怎么折都有面,江苏,j***s,21530045787,2024-10-09 09:59:13,0
青山黛 16GB+1TB 典藏版,正品，未激活，,广西,j***m,21529164745,2024-10-09 00:55:13,0
羽砂黑 12GB+256GB,京东物流很快，华为的信号非常好。,河北,C***m,21528516288,2024-10-08 21:47:11,0
羽砂白 12GB+512GB,手机不错，品牌值得信赖,辽宁,a***3,21528323985,2024-10-08 21:17:19,0
羽砂白 12GB+512GB,是理想中的产品，质量不错，物流也很快，值得点赞,北京,阳***色,21527639985,2024-10-08 20:03:33,0
羽砂黑 12GB+512GB,还用评论吗？国货就是性价比高，值得信赖，高端大气上档次。,山东,岁***油,21527289738,2024-10-08 19:00:14,0
幻影紫 12GB+512GB,国货之光两折叠，怎么叠都好看,广东,j***6,21525980060,2024-10-08 14:43:58,0
羽砂黑 16G+512G【典藏版】,手机今天收到了，质感超好，速度快，包装精致，快递也很负责，客服售后也很热情。,海外,u****,21525327689,2024-10-08 12:29:53,0
羽砂黑 12GB+256GB,太棒了 不是一般的快 特别棒,河北,g***a,21524851598,2024-10-08 10:50:27,0
羽砂黑 16GB+512GB,"华为Mate X5是华为旗下的折叠屏智能手机，于2023年9月14日全面开售。它在屏幕、摄像头、电池、外观等方面都有出色的表现：
 
- 屏幕：拥有6.4英寸的OLED外屏和7.85英寸的可折叠OLED内屏，均支持120Hz LTPO自适应刷新率，为用户带来流畅的视觉体验。
- 摄像头：配备了5000万像素的超感知主摄、1300万像素的超广角摄像头和1200万像素的前置摄像头，支持五倍光学变焦和50倍数字变焦，能够捕捉丰富的细节和生动的色彩。
- 电池：电池容量为5060mAh（典型值），支持最大超级快充11V/6A，兼容10V/4A或10V/2.25A或4.5V/5A或5V/4.5A超级快充，还支持50W华为无线超级快充和7.5W无线反向充电。
- 外观：采用四曲折叠机身设计，线条流畅而优雅，机身正面覆盖的玄武钢化昆仑玻璃，则以其出色的抗摔、抗刮性能
 
此外，华为Mate X5还搭载了麒麟9000S芯片，为用户提供强大的处理能力和流畅的操作体验。在功能方面，华为Mate X5支持灵犀通信技术方案、双向北斗卫星消息等，为用户提供了优质的通信体验",海外,m***2,21523951708,2024-10-08 05:28:20,0
羽砂白 16GB+512GB 全网通（典藏版）,不错不错,海外,i***2,21523436016,2024-10-07 22:35:46,0
羽砂白 16GB+512GB,华为Mate5超级好用，已经用了两个星期，觉得这台手机真的值得购买。原来也有一台苹果手机，这次用的这台华为折叠手机真的是太惊艳了，下次买手机还是选择华为手机，它绝对比苹果手机好用。看销量就知道，绝对相信大家的眼光，这是骗不了人的,广东,u***o,21523309357,2024-10-07 21:51:15,0
羽砂黑 12GB+512GB,"这款手机的使用体验非常出色。首先,它的外观设计时尚,手感舒适。其次,性能强大,运行流畅,无论是日常使用还是高强度游戏都能轻松应对。再者,电池续航能力强,充电速度快。最后,摄像头拍照效果极佳,无论是日常拍照还是专业摄影都能满足需求。总体来说,这款手机是一款性价比极高的产品,值得推荐。",云南,j***r,21523040319,2024-10-07 20:43:36,0
青山黛 12GB+512GB,手机整体上手效果很好，略有点重，但是这么大的手机这点质量应该的，系统很流畅，带出去很有排面，不愧是国礼手机 通信音质非常的清晰，显示效果不晃眼睛，清晰度很高，晚上也不刺眼,重庆,c***i,21521819309,2024-10-07 15:50:38,1
羽砂白 16GB+512GB,"很好的宝贝！折叠屏展开看视频真爽啊，远程办公也没有问题！做工精细，开合严丝合缝，不愧是华为精品手机！以后还会再买的，华为永远值得信赖！
外形外观：精致
屏幕音效：效果好
拍照效果：从广角到微距毫无压力
运行速度：速度快",陕西,平***8,21520899676,2024-10-07 11:59:54,0
羽砂黑 12G+512G,看了你们的评论我不知道为什么可能是我个人问题还是命的问题，总是于质检报告不符，明明有的机器所有的磕碰划痕都有图片，我得到手肯定会加一个，一周买了两个X5都是这个问题,内蒙古,短***威,21520654087,2024-10-07 11:08:31,0
羽砂黑 16GB+1TB 典藏版,京东物流的服务速度真的是越来越快了👍👍👍👍👍👍👍👍👍👍京东物流的服务态度也是越来越好了👍👍👍👍👍👍👍👍👍👍,广东,a***8,21520222111,2024-10-07 09:27:46,0
青山黛 16GB+512GB 典藏版,外观非常漂亮，做工细致，十分喜欢，值得推荐！,甘肃,6***e,21519440182,2024-10-06 23:23:28,0
羽砂黑 12GB+256GB,手机真的很灵敏，触感很好，买给爸爸的，老头表示很开心,江苏,果***几,21518948888,2024-10-06 21:09:29,0
青山黛 12GB+256GB,很不错，现在？。。。。。。，现在是不是？。，现在是不是，,山东,u***8,21518852251,2024-10-06 20:44:54,0
羽砂黑 12G+512G,哈哈哈哈哈哈哈哈哈哈哈哈哈哈很好哈哈哈哈哈哈哈哈哈哈哈哈哈,北京,天***4,21517977830,2024-10-06 17:01:52,0
羽砂白 12G+512G,颜值太棒了，送给老婆的礼物，因为老婆一直是苹果粉，一开始还不想要，但是一拆封直接被手机的颜值折服了，哈哈哈,上海,j***1,21517126270,2024-10-06 13:26:31,0
羽砂黑 12G+256G【24期|免息】,服务好 物流快 赠品多多,河北,j***c,21517000783,2024-10-06 12:52:07,0
羽砂黑 12GB+512GB,商品的功能全面且精湛，每一项都让人赞叹。配货速度也很快。服务质量更是没话说，耐心周到，让人感到愉悦。,黑龙江,j***i,21516490511,2024-10-06 10:53:40,0
